* Measurement data measured by REW V5.31.3
* Source: Trace Arithmetic result A + B
* Format: Trace Arithmetic result A + B
* Dated: 13:08:36 14/06/2025
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: A plus B
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.885 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
417.99585	104.1259	147.7329
421.024811	104.165	147.1992
424.075714	104.2068	146.5615
427.148743	104.2208	145.9105
430.244049	104.2454	145.1232
433.361786	104.2598	144.3542
436.502106	104.2699	143.6391
439.665161	104.2609	143.0421
442.851166	104.2778	142.3171
446.060242	104.2914	141.5192
449.292572	104.2724	140.7726
452.54834	104.2639	139.9509
455.827698	104.246	139.1749
459.130798	104.202	138.5393
462.457855	104.175	137.8596
465.809021	104.1467	137.2498
469.184448	104.0997	136.825
472.584381	104.0832	136.3785
476.008911	104.0793	135.9444
479.458252	104.0653	135.5599
482.932617	104.0734	135.0254
486.432159	104.0781	134.4765
489.957031	104.0641	134.0541
493.507477	104.0746	133.5754
497.083618	104.0949	133.102
500.685699	104.124	132.5825
504.313873	104.137	132.0928
507.968323	104.1697	131.466
511.649292	104.2033	130.84
515.356934	104.2273	130.3059
519.09137	104.2806	129.6057
522.852966	104.3397	128.7628
526.641724	104.3767	127.8408
530.458008	104.4096	126.6534
534.301941	104.4102	125.3747
538.173706	104.3542	124.2442
542.073547	104.2885	123.1928
546.001648	104.2107	122.3742
549.958191	104.1237	121.8571
553.94342	104.0706	121.3619
557.95752	104.0373	120.9012
562.000671	104.0043	120.5179
566.073181	103.9988	119.9902
570.175171	104.002	119.4072
574.306885	104.0082	118.7546
578.468567	103.9982	118.1304
582.6604	103.9968	117.3508
586.882568	103.9873	116.5438
591.135376	103.9523	115.8382
595.419006	103.9246	115.0582
599.733643	103.8898	114.3264
604.07959	103.8368	113.7588
608.45697	103.7997	113.1597
612.866089	103.7654	112.627
617.30719	103.7234	112.2522
621.780457	103.7068	111.8144
626.286133	103.7022	111.3822
630.824463	103.6952	111.0229
635.395691	103.7111	110.5144
640	103.732	109.9465
644.637695	103.743	109.4092
649.309021	103.7655	108.6997
654.01416	103.7821	107.9364
658.753418	103.7911	107.1565
663.527039	103.7821	106.4936
668.335205	103.7851	105.7539
673.178284	103.7909	105.0186
678.056396	103.7869	104.3582
682.969849	103.7945	103.5516
687.918945	103.7979	102.7005
692.90387	103.7799	101.9361
697.924927	103.7682	101.1032
702.982422	103.7532	100.3202
708.076477	103.7292	99.6677
713.20752	103.723	98.9119
718.375732	103.7195	98.1199
723.58136	103.7025	97.3771
728.824707	103.691	96.4967
734.106079	103.6693	95.6042
739.42572	103.6283	94.8368
744.783936	103.5914	94.0284
750.180908	103.5532	93.274
755.617065	103.5149	92.5577
761.092529	103.4679	91.971
766.607727	103.4324	91.3212
772.162903	103.4007	90.696
777.758301	103.3617	90.1831
783.394287	103.3369	89.5904
789.071045	103.317	89.0131
794.789001	103.294	88.5321
800.54834	103.2878	87.924
806.349487	103.2844	87.2453
812.192627	103.2674	86.5777
818.078125	103.25	85.7549
824.006226	103.2173	84.9113
829.977295	103.1583	84.1826
835.991699	103.0925	83.4203
842.049622	103.0116	82.7521
848.151428	102.9106	82.2953
854.297485	102.8085	81.878
860.488098	102.6992	81.608
866.723572	102.5816	81.5146
873.004211	102.4526	81.7453
879.330322	102.333	82.2166
885.702332	102.2303	83.1384
892.120483	102.1703	84.7967
898.585144	102.2184	87.143
905.09668	102.4324	90.2909
911.655396	102.8724	94.2569
918.261597	103.5944	98.4667
924.91571	104.576	102.2429
931.618042	105.733	104.7537
938.368896	106.9685	105.1224
945.168762	108.1609	103.1792
952.017822	109.2129	99.1607
958.916504	110.0692	93.2912
965.865234	110.6833	86.1883
972.864319	111.0363	78.5232
979.914062	111.1614	70.6646
987.014954	111.0933	63.0879
994.167236	110.8841	56.0146
1001.371399	110.5771	49.5709
1008.627747	110.2228	43.5336
1015.936646	109.8344	37.874
1023.298584	109.4064	32.5757
1030.713867	108.9367	27.4471
1038.182739	108.398	22.6467
1045.705933	107.767	18.4487
1053.283447	107.0512	14.9804
1060.916016	106.2662	12.6207
1068.603882	105.4582	11.6046
1076.347412	104.7101	11.663
1084.147095	104.088	12.4659
1092.003296	103.63	13.4925
1099.916382	103.3447	14.0417
1107.886841	103.1873	13.8578
1115.915039	103.0913	12.8768
1124.001343	103.0039	10.9586
1132.146362	102.8562	8.3453
1140.350342	102.6026	5.3254
1148.61377	102.2066	2.3522
1156.937134	101.6709	-0.2961
1165.320801	101.005	-2.1202
1173.765137	100.244	-2.7281
1182.270752	99.4569	-2.1607
1190.838013	98.703	-0.5038
1199.467285	98.027	1.9169
1208.15918	97.4588	4.5074
1216.91394	96.9814	7.0611
1225.732178	96.5664	9.6018
1234.61438	96.205	12.0974
1243.560913	95.8836	14.8841
1252.572266	95.6216	18.5424
1261.648926	95.4982	23.701
1270.791382	95.6274	31.2379
1280	96.1284	41.2575
1289.275391	97.0338	51.8037
1298.618042	98.226	59.9947
1308.02832	99.5243	64.1073
1317.506836	100.7643	64.3438
1327.054077	101.8471	61.526
1336.67041	102.7131	56.7284
1346.356567	103.3351	50.856
1356.112793	103.727	44.4383
1365.939697	103.9119	38.0378
1375.837891	103.9199	32.0489
1385.807739	103.7977	26.5369
1395.849854	103.5763	21.6741
1405.964844	103.2823	17.5651
1416.152954	102.9509	14.0795
1426.415039	102.6014	11.2577
1436.751465	102.2514	9.1067
1447.16272	101.924	7.4096
1457.649414	101.6274	6.1329
1468.212158	101.3654	5.2576
1478.85144	101.1486	4.581
1489.567871	100.9789	4.0752
1500.361816	100.8581	3.6312
1511.234131	100.7761	3.184
1522.185059	100.7252	2.5101
1533.215454	100.6813	1.6499
1544.325806	100.6233	0.7281
1555.516602	100.5504	-0.2557
1566.788574	100.4623	-1.1258
1578.14209	100.3673	-1.7642
1589.578003	100.2824	-2.2782
1601.09668	100.2161	-2.6259
1612.698975	100.1731	-2.7815
1624.385254	100.1678	-2.9127
1636.15625	100.2026	-3.038
1648.012451	100.2716	-3.2055
1659.95459	100.3723	-3.634
1671.983398	100.4859	-4.3104
1684.099243	100.5984	-5.2021
1696.302856	100.7014	-6.1915
1708.594971	100.798	-7.3302
1720.976196	100.8855	-8.5172
1733.447144	100.9665	-9.6734
1746.008423	101.0479	-10.9
1758.660645	101.1313	-12.1433
1771.404663	101.2163	-13.3649
1784.240967	101.3086	-14.6887
1797.170288	101.4048	-16.0742
1810.193359	101.5048	-17.4841
1823.310791	101.6091	-19.0434
1836.523193	101.7132	-20.7209
1849.831421	101.8092	-22.4772
1863.236084	101.8954	-24.4021
1876.737793	101.9655	-26.4172
1890.337524	102.0165	-28.4356
1904.035645	102.0527	-30.5254
1917.833008	102.0747	-32.621
1931.730469	102.0787	-34.6569
