* Measurement data measured by REW V5.20.13
* Source: /projects/speakers/epique and morel/port and woofer nearfield diffraction.txt
* Format: Comma/Tab/Space delimited data
* Dated: Feb 21, 2023 8:24:58 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /projects/speakers/epique and morel/port and woofer nearfield diffraction.txt Format: Comma/Tab/Space delimited data 957 values loaded, 20 Hz to 19,896 Hz log spaced
* Measurement: port and woofer nearfield
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
578.468567	92.363	-163.7216
582.660400	92.292	-163.9652
586.882568	92.189	-164.3698
591.135376	92.032	-164.7086
595.419006	91.832	-164.7517
599.733643	91.620	-164.3838
604.079590	91.434	-163.6779
608.456970	91.293	-162.8331
612.866089	91.193	-161.9932
617.307190	91.119	-161.1920
621.780457	91.063	-160.3986
626.286133	91.031	-159.5414
630.824463	91.039	-158.5812
635.395691	91.110	-157.5682
640.000000	91.263	-156.7028
644.637695	91.487	-156.2743
649.309021	91.737	-156.5451
654.014160	91.950	-157.5779
658.753418	92.086	-159.1301
663.527039	92.140	-160.8333
668.335205	92.139	-162.4324
673.178284	92.117	-163.8319
678.056396	92.099	-165.0825
682.969849	92.099	-166.3434
687.918945	92.108	-167.7677
692.903870	92.094	-169.3957
697.924927	92.028	-171.0725
702.982422	91.910	-172.4759
708.076477	91.777	-173.3889
713.207520	91.691	-173.9289
718.375732	91.676	-174.4411
723.581360	91.709	-175.2183
728.824707	91.741	-176.2777
734.106079	91.754	-177.4272
739.425720	91.760	-178.4847
744.783936	91.783	-179.4715
750.180908	91.821	179.4644
755.617065	91.848	178.3198
761.092529	91.851	177.2897
766.607727	91.855	176.5549
772.162903	91.904	176.0760
777.758301	92.016	175.5783
783.394287	92.171	174.7719
789.071045	92.326	173.5849
794.789001	92.450	172.1432
800.548340	92.537	170.6325
806.349487	92.599	169.2026
812.192627	92.652	167.8817
818.078125	92.702	166.6110
824.006226	92.744	165.3253
829.977295	92.768	164.0325
835.991699	92.768	162.7918
842.049622	92.747	161.6651
848.151428	92.713	160.6981
854.297485	92.674	159.8781
860.488098	92.634	159.1546
866.723572	92.591	158.5153
873.004211	92.545	157.9544
879.330322	92.497	157.4419
885.702332	92.442	156.9933
892.120483	92.381	156.6649
898.585144	92.334	156.4368
905.096680	92.317	156.1260
911.655396	92.311	155.4529
918.261597	92.256	154.3232
924.915710	92.089	153.0710
931.618042	91.795	152.2733
938.368896	91.418	152.2981
945.168762	91.036	153.0424
952.017822	90.684	154.2083
958.916504	90.353	155.7043
965.865234	90.037	157.6430
972.864319	89.766	159.9865
979.914062	89.566	162.3903
987.014954	89.410	164.5560
994.167236	89.251	166.5642
1001.371399	89.075	168.6735
1008.627747	88.904	171.0079
1015.936646	88.759	173.5922
1023.298584	88.661	176.4376
1030.713867	88.636	179.4584
1038.182739	88.698	-177.5687
1045.705933	88.829	-174.8782
1053.283447	89.001	-172.5526
1060.916016	89.203	-170.5697
1068.603882	89.430	-169.0108
1076.347412	89.657	-168.0166
1084.147095	89.847	-167.5918
1092.003296	89.978	-167.5481
1099.916382	90.049	-167.6534
1107.886841	90.075	-167.7564
1115.915039	90.066	-167.7763
1124.001343	90.030	-167.6588
1132.146362	89.980	-167.3555
1140.350342	89.932	-166.8485
1148.613770	89.904	-166.2075
1156.937134	89.904	-165.5560
1165.320801	89.927	-164.9668
1173.765137	89.967	-164.4618
1182.270752	90.018	-164.0403
1190.838013	90.078	-163.6726
1199.467285	90.151	-163.3681
1208.159180	90.236	-163.1905
1216.913940	90.324	-163.1593
1225.732178	90.406	-163.2235
1234.614380	90.479	-163.2887
1243.560913	90.549	-163.2640
1252.572266	90.632	-163.1019
1261.648926	90.739	-162.8547
1270.791382	90.869	-162.6225
1280.000000	91.017	-162.4390
1289.275391	91.181	-162.3203
1298.618042	91.357	-162.3409
1308.028320	91.527	-162.5435
1317.506836	91.673	-162.8690
1327.054077	91.790	-163.2120
1336.670410	91.881	-163.4856
1346.356567	91.953	-163.6309
1356.112793	92.013	-163.5928
1365.939697	92.081	-163.3576
1375.837891	92.171	-163.0290
1385.807739	92.277	-162.7682
1395.849854	92.382	-162.6530
1405.964844	92.469	-162.6590
1416.152954	92.528	-162.7276
1426.415039	92.554	-162.8107
1436.751465	92.541	-162.8144
1447.162720	92.493	-162.6142
1457.649414	92.428	-162.1411
1468.212158	92.371	-161.4052
1478.851440	92.342	-160.5050
1489.567871	92.351	-159.6028
1500.361816	92.389	-158.8333
1511.234131	92.443	-158.2735
1522.185059	92.497	-157.9554
1533.215454	92.542	-157.8507
1544.325806	92.574	-157.9200
1555.516602	92.598	-158.1689
1566.788574	92.615	-158.6209
1578.142090	92.620	-159.3032
1589.578003	92.608	-160.2356
1601.096680	92.566	-161.3744
1612.698975	92.488	-162.5968
1624.385254	92.385	-163.7691
1636.156250	92.281	-164.8559
1648.012451	92.198	-165.9238
1659.954590	92.142	-167.0892
1671.983398	92.106	-168.4497
1684.099243	92.073	-170.0206
1696.302856	92.023	-171.7299
1708.594971	91.947	-173.4440
1720.976196	91.846	-175.0010
1733.447144	91.733	-176.2649
1746.008423	91.629	-177.1644
1758.660645	91.558	-177.7118
1771.404663	91.539	-178.0108
1784.240967	91.572	-178.2046
1797.170288	91.648	-178.3925
1810.193359	91.748	-178.6166
1823.310791	91.860	-178.8889
1836.523193	91.972	-179.1879
1849.831421	92.079	-179.4754
1863.236084	92.180	-179.7284
1876.737793	92.275	-179.9617
1890.337524	92.358	179.8092
1904.035645	92.424	179.5859
1917.833008	92.469	179.3766
1931.730469	92.493	179.1930
1945.728638	92.498	179.0255
1959.828125	92.485	178.8425
1974.029907	92.449	178.6489
1988.334473	92.390	178.4907
2002.742798	92.314	178.4115
2017.255493	92.234	178.4093
2031.873291	92.163	178.4044
2046.597168	92.102	178.2857
2061.427734	92.043	177.9912
2076.365479	91.977	177.5138
2091.411865	91.894	176.8865
2106.566895	91.795	176.1671
2121.832031	91.681	175.3991
2137.207764	91.553	174.6158
2152.694824	91.414	173.8513
2168.294189	91.270	173.1432
2184.006592	91.125	172.5084
2199.832764	90.985	171.9401
2215.773682	90.846	171.4470
2231.830078	90.708	171.0622
2248.002686	90.569	170.8200
