* Measurement data measured by REW V5.20.13
* Source: Trace Arithmetic result A + B
* Format: Trace Arithmetic result A + B
* Dated: Feb 21, 2023 4:29:18 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic A plus B A = Port Near Field B = Woofer Near Field
* Measurement: Port and Woofer Near Field
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
10616.432617	88.434	-98.5663
10693.363281	90.551	-81.5621
10770.852539	92.762	-69.6829
10848.902344	94.750	-63.3956
10927.517578	96.464	-61.6766
11006.703125	97.945	-62.9853
11086.461914	99.248	-66.0009
11166.798828	100.404	-69.9305
11247.718750	101.405	-74.5267
11329.223633	102.211	-79.8510
11411.320312	102.778	-85.7703
11494.011719	103.119	-91.5662
11577.301758	103.351	-96.3459
11661.195312	103.654	-100.1459
11745.697266	104.079	-104.2301
11830.811523	104.485	-109.8428
11916.542969	104.717	-117.0457
12002.894531	104.730	-125.0639
12089.873047	104.552	-133.3893
12177.480469	104.183	-142.0425
12265.723633	103.585	-150.9480
12354.606445	102.758	-159.6714
12444.132812	101.762	-167.7541
12534.308594	100.674	-175.0730
12625.136719	99.523	177.9860
12716.624023	98.296	170.5639
12808.773438	96.990	161.6412
12901.591797	95.675	150.4785
12995.082031	94.493	136.7355
13089.250000	93.641	120.1533
13184.099609	93.296	100.4250
13279.636719	93.484	77.7431
13375.867188	93.986	53.2804
13472.793945	94.466	28.7479
13570.422852	94.650	5.8364
13668.759766	94.415	-13.8364
13767.809570	93.772	-29.0640
13867.577148	92.794	-39.4297
13968.067383	91.575	-45.1171
14069.285156	90.239	-46.6980
14171.237305	88.978	-45.3942
14273.927734	87.965	-43.1116
14377.362305	87.201	-41.7495
14481.546875	86.501	-42.5756
14586.486328	85.640	-46.5864
14692.185547	84.474	-56.0206
14798.651367	83.062	-75.8345
14905.888672	81.910	-111.9034
15013.902344	81.752	-163.7981
15122.700195	82.242	140.7578
15232.285156	82.381	99.1027
15342.664062	82.036	80.7656
15453.843750	82.161	82.4453
15565.829102	83.625	93.6401
15678.625000	85.866	105.0317
15792.239258	88.061	111.7102
15906.675781	89.833	112.2548
16021.942383	91.036	107.6157
16138.043945	91.640	100.4351
16254.986328	91.715	93.7943
16372.777344	91.413	89.8821
16491.421875	90.966	89.6749
16610.923828	90.729	93.1522
16731.294922	91.102	98.8527
16852.535156	92.072	103.5071
16974.656250	93.113	103.9011
17097.662109	93.792	99.7729
17221.558594	94.059	93.2285
17346.353516	94.018	85.6284
17472.052734	93.635	77.5640
17598.662109	92.773	70.7278
17726.189453	91.396	67.2876
17854.640625	89.667	67.6699
17984.021484	87.906	70.0607
18114.341797	86.332	72.5796
18245.605469	84.832	75.7395
18377.820312	83.132	82.4690
18510.994141	81.149	95.2373
18645.132812	79.247	112.7732
18780.242188	78.111	130.6700
18916.332031	77.879	145.4117
19053.408203	77.989	157.0104
19191.476562	78.163	167.9072
19330.546875	78.674	179.1997
19470.623047	79.662	-171.4907
19611.714844	80.736	-167.0588
19753.830078	81.533	-167.2810
19896.974609	81.988	-169.4200
