* Measurement data measured by REW V5.20.13
* Source: Trace Arithmetic result A + B
* Format: Trace Arithmetic result A + B
* Dated: Feb 21, 2023 4:29:18 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic A plus B A = Port Near Field B = Woofer Near Field
* Measurement: Port and Woofer Near Field
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
6785.211426	90.3128	126.0081
6834.379883	89.4478	139.546
6883.904785	89.5028	156.596
6933.788574	90.6159	173.757
6984.033691	92.3039	-172.4185
7034.642578	94.0749	-163.7593
7085.618652	95.682	-160.4009
7136.963867	97.034	-161.4388
7188.681152	98.0931	-165.685
7240.773438	98.8492	-171.7617
7293.243164	99.3192	-178.3115
7346.092773	99.5392	175.6579
7399.325684	99.5603	170.6546
7452.944336	99.4433	166.7758
7506.951172	99.2463	163.7644
7561.350098	99.0194	161.3087
7616.142578	98.7964	159.293
7671.332031	98.6024	157.7312
7726.921875	98.4455	156.7074
7782.914551	98.3175	156.2785
7839.3125	98.1995	156.3078
7896.119629	98.0756	156.5464
7953.337891	97.9417	156.6742
8010.971191	97.8067	156.4307
8069.021973	97.6717	155.6591
8127.493164	97.5308	154.5043
8186.388672	97.3738	153.3271
8245.710938	97.1938	152.3733
8305.461914	96.9819	151.5252
8365.647461	96.7009	150.4685
8426.267578	96.2709	149.0013
8487.328125	95.6199	147.6659
8548.831055	94.7799	147.3129
8610.779297	93.8809	148.3532
8673.176758	93.0201	150.9869
8736.026367	92.2071	155.8244
8799.331055	91.4541	163.4125
8863.094727	90.9041	173.6779
8927.320312	90.8221	-174.7075
8992.010742	91.3381	-164.1894
9057.170898	92.2291	-157.0526
9122.802734	93.1552	-153.9536
9188.910156	93.9202	-153.7628
9255.49707	94.4682	-154.7618
9322.566406	94.8333	-155.6106
9390.121094	95.0963	-155.7562
9458.166016	95.3353	-155.5349
9526.704102	95.5763	-155.5393
9595.738281	95.7984	-156.078
9665.273438	95.9704	-157.0686
9735.311523	96.0645	-158.388
9805.857422	96.0605	-159.9955
9876.915039	95.9345	-162.0962
9948.487305	95.6545	-164.7927
10020.578125	95.1785	-167.8158
10093.191406	94.4615	-170.3835
10166.331055	93.4656	-171.3474
10240	92.1716	-169.3677
10314.203125	90.6046	-163.3271
10388.944336	88.9056	-152.4858
10464.226562	87.4936	-136.8561
10540.054688	87.1876	-117.7449
10616.432617	88.4326	-97.9822
10693.363281	90.5496	-80.978
10770.852539	92.7606	-69.0988
10848.902344	94.7486	-62.8115
10927.517578	96.4626	-61.0925
11006.703125	97.9436	-62.4012
11086.461914	99.2466	-65.4168
11166.798828	100.4026	-69.3464
11247.71875	101.4036	-73.9426
11329.223633	102.2096	-79.2669
11411.320312	102.7766	-85.1862
11494.011719	103.1176	-90.9821
11577.301758	103.3496	-95.7618
11661.195312	103.6526	-99.5618
11745.697266	104.0776	-103.646
11830.811523	104.4836	-109.2587
11916.542969	104.7156	-116.4616
12002.894531	104.7286	-124.4798
12089.873047	104.5506	-132.8052
12177.480469	104.1816	-141.4584
12265.723633	103.5836	-150.3639
12354.606445	102.7566	-159.0873
12444.132812	101.7606	-167.17
12534.308594	100.6726	-174.4889
12625.136719	99.5216	178.5701
12716.624023	98.2946	171.148
12808.773438	96.9886	162.2253
12901.591797	95.6736	151.0626
12995.082031	94.4916	137.3196
13089.25	93.6396	120.7374
13184.099609	93.2946	101.0091
13279.636719	93.4826	78.3272
13375.867188	93.9846	53.8645
13472.793945	94.4646	29.332
13570.422852	94.6486	6.4205
13668.759766	94.4136	-13.2523
13767.80957	93.7706	-28.4799
13867.577148	92.7926	-38.8456
13968.067383	91.5736	-44.533
14069.285156	90.2376	-46.1139
14171.237305	88.9766	-44.8101
14273.927734	87.9636	-42.5275
14377.362305	87.1996	-41.1654
14481.546875	86.4996	-41.9915
14586.486328	85.6386	-46.0023
14692.185547	84.4726	-55.4365
14798.651367	83.0606	-75.2504
14905.888672	81.9086	-111.3193
15013.902344	81.7506	-163.214
15122.700195	82.2406	141.3419
15232.285156	82.3796	99.6868
15342.664062	82.0346	81.3497
15453.84375	82.1596	83.0294
15565.829102	83.6236	94.2242
15678.625	85.8646	105.6158
15792.239258	88.0596	112.2943
15906.675781	89.8316	112.8389
16021.942383	91.0346	108.1998
16138.043945	91.6386	101.0192
16254.986328	91.7136	94.3784
16372.777344	91.4116	90.4662
16491.421875	90.9646	90.259
16610.923828	90.7276	93.7363
16731.294922	91.1006	99.4368
16852.535156	92.0706	104.0912
16974.65625	93.1116	104.4852
17097.662109	93.7906	100.357
17221.558594	94.0576	93.8126
17346.353516	94.0166	86.2125
17472.052734	93.6336	78.1481
17598.662109	92.7716	71.3119
17726.189453	91.3946	67.8717
17854.640625	89.6656	68.254
17984.021484	87.9046	70.6448
18114.341797	86.3306	73.1637
18245.605469	84.8306	76.3236
18377.820312	83.1306	83.0531
18510.994141	81.1476	95.8214
18645.132812	79.2456	113.3573
18780.242188	78.1096	131.2541
18916.332031	77.8776	145.9958
19053.408203	77.9876	157.5945
19191.476562	78.1616	168.4913
19330.546875	78.6726	179.7838
19470.623047	79.6606	-170.9066
19611.714844	80.7346	-166.4747
19753.830078	81.5316	-166.6969
19896.974609	81.9866	-168.8359

