* Measurement data measured by REW V5.20.13
* Source: U18dB [plughw:2,0], no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at 0.0 dBFS with no timing reference
* Dated: Feb 21, 2023 1:23:55 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Woofer Far Field
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
4034.510986	97.437	-115.0758
4063.746582	97.586	-114.8152
4093.194336	97.756	-114.7119
4122.855469	97.926	-114.8062
4152.730957	98.080	-115.0505
4182.823730	98.210	-115.3313
4213.133789	98.321	-115.5201
4243.664062	98.432	-115.5314
4274.415527	98.564	-115.3672
4305.389648	98.737	-115.1231
4336.588379	98.954	-114.9538
4368.013184	99.204	-115.0099
4399.665527	99.468	-115.3787
4431.547363	99.722	-116.0573
4463.660156	99.952	-116.9677
4496.005371	100.155	-118.0011
4528.585449	100.336	-119.0673
4561.401367	100.505	-120.1253
4594.455078	100.670	-121.1833
4627.748535	100.832	-122.2734
4661.283203	100.992	-123.4165
4695.060547	101.145	-124.6051
4729.083008	101.295	-125.8135
4763.352051	101.449	-127.0340
4797.869141	101.617	-128.3116
4832.636719	101.802	-129.7517
4867.655762	101.993	-131.4857
4902.928711	102.166	-133.6052
4938.457520	102.292	-136.0970
4974.243652	102.342	-138.8146
5010.289062	102.305	-141.5011
5046.595703	102.189	-143.8637
5083.165527	102.028	-145.6808
5120.000000	101.870	-146.9044
5157.101562	101.768	-147.7060
5194.472168	101.747	-148.4230
5232.113281	101.794	-149.4163
5270.027344	101.865	-150.9101
5308.216309	101.907	-152.9031
5346.681641	101.881	-155.1885
5385.426270	101.777	-157.4602
5424.451172	101.609	-159.4459
5463.758789	101.411	-161.0145
5503.351562	101.222	-162.2113
5543.230957	101.065	-163.2086
5583.399414	100.942	-164.2001
5623.859375	100.838	-165.3044
5664.611816	100.733	-166.5349
5705.660156	100.617	-167.8394
5747.005859	100.486	-169.1637
5788.650879	100.342	-170.4880
5830.597656	100.187	-171.8154
5872.848633	100.016	-173.1418
5915.405762	99.827	-174.4450
5958.271484	99.619	-175.7016
6001.447266	99.393	-176.9039
6044.936523	99.144	-178.0411
6088.740234	98.863	-179.0541
6132.861816	98.548	-179.8175
6177.303223	98.207	179.8081
6222.066406	97.865	179.8817
6267.154297	97.550	-179.6639
6312.568359	97.275	-178.9538
6358.312012	97.038	-178.0495
6404.386719	96.840	-176.9146
6450.795898	96.704	-175.5310
6497.541016	96.660	-174.0510
6544.625000	96.717	-172.7932
6592.049805	96.841	-172.0471
6639.818359	96.980	-171.8743
6687.933594	97.100	-172.1114
6736.396973	97.205	-172.5656
6785.211426	97.311	-173.2039
6834.379883	97.421	-174.1526
6883.904785	97.509	-175.5240
6933.788574	97.542	-177.2488
6984.033691	97.499	-179.0776
7034.642578	97.395	179.2515
7085.618652	97.262	177.8326
7136.963867	97.127	176.5610
7188.681152	96.990	175.2822
7240.773438	96.831	173.9774
7293.243164	96.636	172.7977
7346.092773	96.421	171.9034
7399.325684	96.223	171.2701
7452.944336	96.062	170.6738
7506.951172	95.924	169.8884
7561.350098	95.771	168.8962
7616.142578	95.578	167.8878
7671.332031	95.354	167.0523
7726.921875	95.125	166.3858
7782.914551	94.900	165.7284
7839.312500	94.653	165.0019
7896.119629	94.349	164.3950
7953.337891	93.981	164.2806
8010.971191	93.590	164.9300
8069.021973	93.243	166.2987
8127.493164	92.991	168.0909
