20.586044	54.7048	-48.1238
20.73522	54.9008	-49.2028
20.885475	55.1116	-50.8526
21.036821	55.5455	-53.545
21.189262	56.0385	-56.6244
21.342808	56.4704	-58.8681
21.497467	56.8684	-60.6224
21.653246	57.2264	-62.2616
21.810154	57.5465	-63.5359
21.968201	57.8417	-64.9849
22.12739	58.1137	-66.9979
22.287735	58.377	-69.3316
22.449242	58.6503	-72.1943
22.611917	58.9243	-75.6132
22.775772	59.2277	-79.1685
22.940815	59.5582	-82.9943
23.107054	59.9002	-86.7433
23.274498	60.2669	-90.2271
23.443153	60.6335	-93.306
23.613033	60.9914	-95.7878
23.784142	61.3304	-97.8166
23.956491	61.6502	-99.1708
24.130091	61.9492	-100.0527
24.304947	62.2272	-100.7509
24.481071	62.4953	-101.1676
24.65847	62.7604	-101.7666
24.837156	63.0174	-102.6109
25.017136	63.2846	-103.8626
25.198421	63.555	-105.5675
25.38102	63.819	-107.8477
25.564941	64.0876	-110.5245
25.750195	64.3411	-113.4531
25.93679	64.5741	-116.6927
26.124741	64.7858	-119.7664
26.314051	64.9726	-122.7473
26.504732	65.1296	-125.4903
26.696796	65.2755	-127.8714
26.890253	65.4255	-129.9439
27.085112	65.5867	-131.8036
27.281382	65.7817	-133.6684
27.479073	66.0178	-135.5178
27.678198	66.3032	-137.5955
27.878765	66.6022	-140.0888
28.080786	66.9217	-142.9236
28.284271	67.2093	-146.1443
28.489231	67.4473	-149.8379
28.695675	67.607	-153.6463
28.903616	67.6779	-157.5763
29.113064	67.6309	-161.4524
29.324028	67.4888	-164.9158
29.536524	67.2419	-167.8414
29.750557	66.9269	-170.0638
29.966141	66.5711	-171.3208
30.183289	66.2595	-171.6579
30.40201	66.0165	-171.3256
30.622314	65.936	-170.3729
30.844217	66.0076	-169.3607
31.067726	66.2364	-168.5005
31.292856	66.5414	-168.2938
31.519617	66.9053	-168.5437
31.74802	67.2694	-169.3901
31.978081	67.6024	-170.6486
32.209808	67.9166	-172.0371
32.443211	68.2069	-173.3816
32.67831	68.4739	-174.7435
32.915108	68.7374	-175.9122
33.153625	68.9891	-177.111
33.393871	69.2101	-178.5703
33.635857	69.4068	179.7679
33.879597	69.5538	177.6873
34.125103	69.6358	175.149
34.372387	69.6649	172.3815
34.621464	69.6411	169.5462
34.872345	69.5691	166.7526
35.125042	69.4826	164.3701
35.379574	69.3992	162.499
35.635948	69.3359	161.1151
35.89418	69.2909	160.0744
36.154285	69.2879	159.3951
36.416275	69.3	158.7737
36.680161	69.305	158.0152
36.945961	69.3083	157.2269
37.213688	69.2917	156.3596
37.483353	69.2497	155.4242
37.754974	69.2133	154.7009
38.028561	69.1901	154.1857
38.304131	69.1901	153.7842
38.581699	69.2391	153.6178
38.861279	69.3272	153.5036
39.142883	69.4352	153.2343
39.426529	69.5686	152.9142
39.712231	69.7052	152.4186
40	69.8292	151.642
40.289856	69.9618	150.7884
40.581814	70.0948	149.7732
40.875885	70.2309	148.6052
41.172089	70.3539	147.204
41.47044	70.4852	145.8061
41.77095	70.6037	144.3761
42.073643	70.6937	142.9066
42.378525	70.7794	141.6956
42.685616	70.8533	140.697
42.994934	70.9113	139.8058
43.306492	70.9853	139.1575
43.620308	71.0637	138.5424
43.936401	71.1327	137.7339
44.25478	71.2132	136.8441
44.57547	71.2869	135.7729
44.898483	71.3409	134.4972
45.223835	71.4068	133.3325
45.551544	71.473	132.2822
45.88163	71.531	131.2885
46.214108	71.6093	130.5142
46.548996	71.6919	129.755
46.886307	71.7797	128.8962
47.226067	71.8577	127.7779
47.568283	71.9587	126.6351
47.912983	72.068	125.4704
48.260181	72.163	124.2928
48.609894	72.2654	123.3591
48.962143	72.3541	122.5474
49.31694	72.4081	121.6894
49.674313	72.465	120.93
50.034271	72.5142	120.1659
50.396843	72.5382	119.3372
50.762039	72.5615	118.6712
51.129883	72.5591	118.0177
51.500389	72.5121	117.1442
51.873581	72.4689	116.1074
52.249481	72.4489	114.762
52.628101	72.4679	113.1268
53.009464	72.5722	111.6413
