* Measurement data measured by REW V5.30.8
* Source: Trace Arithmetic result A + B
* Format: Trace Arithmetic result A + B
* Dated: Feb 10, 2024 1:40:37 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic A plus B A = Port Near Field B = Woofer Near Field
* Measurement: Woofer Port Near Field
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.145 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
6933.788574	73.465	147.1415
6984.033691	73.805	136.257
7034.642578	74.2711	125.9778
7085.618652	74.8132	117.3145
7136.963867	75.4572	110.7159
7188.681152	76.2143	105.9675
7240.773438	77.0644	102.6451
7293.243164	77.9904	100.3509
7346.092773	79.0035	98.7475
7399.325684	80.1336	97.3676
7452.944336	81.3856	95.5362
7506.951172	82.7307	92.5538
7561.350098	84.1118	87.8404
7616.142578	85.4319	80.9439
7671.332031	86.5669	71.6763
7726.921875	87.372	60.1487
7782.914551	87.687	47.0316
7839.3125	87.377	33.6111
7896.119629	86.4221	21.7178
7953.337891	84.9522	12.8944
8010.971191	83.1712	7.9547
8069.021973	81.2972	7.0578
8127.493164	79.5283	9.8983
8186.388672	78.0263	15.8348
8245.710938	76.8924	23.6399
8305.461914	76.1195	32.2699
8365.647461	75.6875	41.6572
8426.267578	75.6386	51.3534
8487.328125	75.9917	60.0226
8548.831055	76.6317	66.0228
8610.779297	77.3427	68.7571
8673.176758	77.9238	68.7275
8736.026367	78.2468	67.1139
8799.331055	78.3018	65.3901
8863.094727	78.2149	64.6997
8927.320312	78.1609	64.9708
8992.010742	78.1909	65.2883
9057.170898	78.24	65.207
9122.802734	78.2371	64.7957
9188.910156	78.1051	64.3688
9255.49707	77.8622	64.7359
9322.566406	77.6182	65.5777
9390.121094	77.3212	65.9518
9458.166016	76.8593	66.5904
9526.704102	76.2983	68.7356
9595.738281	75.8233	72.3465
9665.273438	75.5454	76.0824
9735.311523	75.3814	78.614
9805.857422	75.1394	79.9291
9876.915039	74.7145	81.2042
9948.487305	74.1425	83.49
10020.578125	73.5026	87.1997
10093.191406	72.8856	93.0168
10166.331055	72.4947	101.349
10240	72.5327	110.1891
10314.203125	72.9117	116.6075
10388.944336	73.3698	120.0349
10464.226562	73.7218	121.4063
10540.054688	73.8728	121.7493
10616.432617	73.7899	122.1959
10693.363281	73.5579	123.9491
10770.852539	73.3209	126.9236
10848.902344	73.1189	130.4769
10927.517578	72.9359	134.692
11006.703125	72.8371	140.4268
11086.461914	73.0651	149.0592
11166.798828	73.9071	159.0391
11247.71875	75.1501	164.5785
11329.223633	76.2271	163.7144
11411.320312	76.8511	159.555
11494.011719	77.0611	154.9017
11577.301758	76.9851	151.0594
11661.195312	76.7482	148.4466
11745.697266	76.4632	146.9726
11830.811523	76.2042	145.989
11916.542969	75.9733	144.6763
12002.894531	75.7163	142.4183
12089.873047	75.3273	138.8915
12177.480469	74.6853	134.4316
12265.723633	73.7024	130.0403
12354.606445	72.3754	127.1188
12444.132812	70.7915	127.3561
12534.308594	69.2035	132.2509
12625.136719	68.0245	140.7815
12716.624023	67.5025	148.5791
12808.773438	67.3865	151.8921
12901.591797	67.2566	150.4798
12995.082031	66.8896	144.8049
13089.25	66.2496	134.2146
13184.099609	65.6286	115.1941
13279.636719	65.5426	75.8115
13375.867188	66.1776	17.0146
13472.793945	67.2286	-19.7028
13570.422852	68.3786	-40.3996
13668.759766	69.4436	-55.1449
13767.80957	70.2356	-67.5592
13867.577148	70.6386	-78.705
13968.067383	70.6196	-88.7073
14069.285156	70.1646	-97.2217
14171.237305	69.3046	-103.45
14273.927734	68.1666	-106.6987
14377.362305	66.9386	-106.8174
14481.546875	65.8136	-104.4064
14586.486328	64.9076	-100.7109
14692.185547	64.2106	-96.9966
14798.651367	63.6206	-94.0961
14905.888672	63.0096	-91.9768
15013.902344	62.3066	-90.2449
15122.700195	61.4766	-88.6816
15232.285156	60.5086	-87.1845
15342.664062	59.3446	-85.7901
15453.84375	57.8296	-82.2242
15565.829102	56.0336	-70.1991
15678.625	54.5156	-46.9043
15792.239258	53.7596	-25.2972
15906.675781	53.4726	-11.1951
16021.942383	53.3636	3.04
16138.043945	53.6396	20.1388
16254.986328	54.4186	35.9766
16372.777344	55.4876	47.5325
16491.421875	56.5306	55.0593
16610.923828	57.4046	61.2071
16731.294922	58.2336	68.0257
16852.535156	59.1376	74.7184
16974.65625	60.0436	79.6865
17097.662109	60.8176	82.8521
17221.558594	61.3936	84.9705
17346.353516	61.7796	87.1804
17472.052734	62.0916	90.4762
17598.662109	62.4696	94.9597
17726.189453	62.9856	99.6701
17854.640625	63.5646	103.3786
17984.021484	64.0996	106.1439
18114.341797	64.5786	108.3641
18245.605469	64.9836	109.794
18377.820312	65.2236	110.424
18510.994141	65.2256	111.1929
18645.132812	65.0366	113.6328
18780.242188	64.8836	118.8826
18916.332031	65.0376	125.5395
19053.408203	65.4826	130.8122
19191.476562	66.0126	133.8865
19330.546875	66.4856	135.2222
19470.623047	66.8156	135.22
19611.714844	66.9336	134.4089
19753.830078	66.8276	133.5611
19896.974609	66.5916	133.3942

