* Measurement data measured by REW V5.30.8
* Source: Trace Arithmetic result A + B
* Format: Trace Arithmetic result A + B
* Dated: Feb 10, 2024 1:40:37 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic A plus B A = Port Near Field B = Woofer Near Field
* Measurement: Woofer Port Near Field
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.145 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
2231.830078	101.8494	-136.6413
2248.002686	101.8515	-136.08
2264.292725	101.8515	-135.5429
2280.700684	101.8495	-134.9631
2297.227539	101.8505	-134.3926
2313.874268	101.8584	-133.8025
2330.641602	101.8734	-133.1883
2347.530273	101.8894	-132.6699
2364.541504	101.8982	-132.1529
2381.676025	101.9032	-131.5212
2398.93457	101.9121	-130.817
2416.318359	101.9389	-129.9744
2433.827881	101.9949	-129.0496
2451.464355	102.0829	-128.2238
2469.22876	102.1887	-127.5136
2487.121826	102.3017	-126.8203
2505.144531	102.4195	-126.1478
2523.297852	102.5573	-125.4247
2541.582764	102.721	-124.722
2560	102.917	-124.0629
2578.550781	103.1468	-123.5598
2597.236084	103.4076	-123.3073
2616.056641	103.6746	-123.4012
2635.013672	103.9103	-123.9189
2654.108154	104.086	-124.585
2673.34082	104.208	-125.0487
2692.713135	104.3137	-125.1856
2712.225586	104.4374	-125.041
2731.879395	104.5924	-124.7223
2751.675781	104.7801	-124.365
2771.615479	105.0038	-123.9861
2791.699707	105.2658	-123.6304
2811.929688	105.5674	-123.4555
2832.305908	105.898	-123.5365
2852.830078	106.241	-123.9007
2873.50293	106.5897	-124.568
2894.325439	106.9393	-125.5269
2915.298828	107.2799	-126.8504
2936.424316	107.5899	-128.5501
2957.702881	107.8464	-130.6059
2979.135742	108.038	-132.8284
3000.723633	108.163	-135.0168
3022.468262	108.2406	-137.0661
3044.370117	108.2942	-138.8825
3066.430908	108.3482	-140.5072
3088.651611	108.4107	-142.1056
3111.033203	108.4802	-143.7283
3133.577148	108.5512	-145.3702
3156.28418	108.6247	-147.078
3179.156006	108.7032	-148.8344
3202.193359	108.7902	-150.6333
3225.397949	108.8967	-152.5337
3248.770508	109.0381	-154.6095
3272.3125	109.2121	-157.045
3296.024902	109.3977	-160.0788
3319.90918	109.5562	-163.7771
3343.966797	109.6466	-168.0972
3368.198486	109.6336	-172.8323
3392.605713	109.5071	-177.8024
3417.189941	109.2635	177.2208
3441.952393	108.9115	172.427
3466.894287	108.4629	167.9143
3492.016846	107.9383	163.8138
3517.321289	107.3593	160.1699
3542.809326	106.7477	156.8573
3568.481934	106.0992	153.7662
3594.340576	105.3792	150.9957
3620.386719	104.5735	148.9105
3646.621582	103.725	147.8991
3673.046387	102.922	147.9144
3699.662842	102.2313	148.3897
3726.472168	101.6487	148.719
3753.475586	101.1087	148.6759
3780.675049	100.543	148.4383
3808.071289	99.9263	148.4862
3835.666016	99.2927	149.1826
3863.460938	98.7147	150.4631
3891.457275	98.2331	151.7652
3919.65625	97.8224	152.6594
3948.059814	97.4234	153.1041
3976.668945	96.9938	153.2522
4005.485596	96.513	153.3757
4034.510986	95.983	153.7085
4063.746582	95.4164	154.3922
4093.194336	94.8387	155.6155
4122.855469	94.2977	157.4283
4152.730957	93.8419	159.4921
4182.82373	93.4742	161.3463
4213.133789	93.1512	162.7379
4243.664062	92.8205	163.7063
4274.415527	92.4528	164.548
4305.389648	92.0528	165.4943
4336.588379	91.637	166.5347
4368.013184	91.2063	167.5652
4399.665527	90.7276	168.649
4431.547363	90.1926	170.2773
4463.660156	89.6559	172.6825
4496.005371	89.1752	175.662
4528.585449	88.7712	178.8788
4561.401367	88.4384	-177.9217
4594.455078	88.1606	-174.8395
4627.748535	87.9156	-171.8934
4661.283203	87.6909	-169.0466
4695.060547	87.4851	-166.1678
4729.083008	87.3101	-163.1906
4763.352051	87.1853	-160.1762
4797.869141	87.1305	-157.2378
4832.636719	87.1515	-154.6379
4867.655762	87.2317	-152.7072
4902.928711	87.33	-151.6518
4938.45752	87.377	-151.5867
4974.243652	87.2911	-152.2453
5010.289062	87.0324	-152.9562
5046.595703	86.6196	-153.0646
5083.165527	86.1086	-152.0071
5120	85.6058	-149.5043
5157.101562	85.234	-145.8747
5194.472168	85.057	-142.0329
5232.113281	85.0381	-138.8403
5270.027344	85.0914	-136.5358
5308.216309	85.1514	-134.8919
5346.681641	85.1975	-133.6904
5385.42627	85.2276	-132.8532
5424.451172	85.2306	-132.3567
5463.758789	85.1928	-132.2144
5503.351562	85.087	-132.2803
5543.230957	84.91	-132.2152
5583.399414	84.7022	-131.8178
5623.859375	84.5083	-131.1736
5664.611816	84.3423	-130.5158
5705.660156	84.1975	-130.051
5747.005859	84.0567	-129.8501
5788.650879	83.9038	-129.8796
5830.597656	83.7408	-130.0501
5872.848633	83.578	-130.3962
5915.405762	83.4231	-131.0328
5958.271484	83.2651	-132.1348
6001.447266	83.0723	-133.8332
6044.936523	82.8084	-136.0742
6088.740234	82.4484	-138.7034
6132.861816	81.9785	-141.5882
6177.303223	81.3807	-144.5356
6222.066406	80.6517	-147.1934
6267.154297	79.8288	-149.3536
6312.568359	78.956	-151.1089
6358.312012	78.037	-152.3814
6404.386719	77.099	-152.7063
6450.795898	76.2742	-151.8885
6497.541016	75.7282	-151.0278
6544.625	75.4413	-151.927
6592.049805	75.2285	-155.15
6639.818359	74.9526	-160.1228
6687.933594	74.6106	-166.3058
6736.396973	74.2407	-173.6945
6785.211426	73.8647	177.7341
6834.379883	73.5357	168.1669
6883.904785	73.3679	157.8839
